pontoId,lat_pred,lon_pred
2535,-9.688659,-40.854256
1029,-9.381239,-40.91429
521,-9.432853,-41.89098
2749,-9.667176,-41.212555
3502,-9.305435,-40.620518
5875,-9.600699,-41.025925
2259,-9.289533,-40.714046
5295,-9.519346,-41.92322
345,-9.434269,-41.868687
55,-9.404959,-42.04461
6589,-9.396856,-41.002415
2680,-9.668814,-41.236088
1567,-9.372867,-40.48173
5994,-9.451108,-40.25068
884,-9.408429,-40.643997
2178,-9.1687355,-40.31405
3103,-9.208091,-39.738716
1319,-9.394204,-40.604393
840,-9.408429,-40.643997
995,-9.397821,-40.702843
2443,-9.683423,-40.827087
229,-9.567811,-41.61751
439,-9.466494,-41.75644
5451,-9.457996,-41.83086
2734,-9.6760845,-40.973076
1299,-9.348561,-40.310974
3146,-9.215039,-39.701355
1518,-9.32688,-40.63462
2422,-9.683423,-40.827087
1015,-9.387284,-40.945568
2938,-9.6250925,-41.391636
4503,-9.244903,-40.32606
1096,-9.375883,-40.985313
4654,-9.371964,-40.752876
5245,-9.4339485,-41.82615
1109,-9.360267,-40.823765
3991,-9.650015,-41.015953
3939,-9.664061,-40.81561
5427,-9.429953,-41.799255
5609,-9.451443,-41.68388
2365,-9.683423,-40.827087
5188,-9.513506,-41.934155
6031,-9.471945,-40.878757
3825,-9.681923,-40.81079
5543,-9.4607315,-42.041004
1272,-9.355831,-40.499893
3860,-9.6873,-40.787266
3740,-9.6835985,-40.774166
5548,-9.46565,-41.706455
1656,-9.233824,-40.617065
2217,-9.195499,-40.472828
150,-9.407213,-42.01792
3041,-9.203932,-39.691437
2057,-9.303917,-40.404
123,-9.407213,-42.01792
1717,-9.248132,-40.59129
2634,-9.66991,-41.201733
1781,-9.236667,-40.539856
2089,-9.243289,-40.563335
248,-9.345177,-41.691624
1535,-9.339828,-40.606716
6317,-9.357829,-41.09226
3285,-9.260858,-40.201584
392,-9.473993,-41.744118
2974,-9.678499,-40.486645
863,-9.408429,-40.643997
6610,-9.421064,-40.94888
1825,-9.242283,-40.544727
103,-9.399947,-42.110935
601,-9.465815,-41.859383
478,-9.429379,-41.732056
6150,-9.485863,-40.676617
3509,-9.305435,-40.620518
5766,-9.487665,-41.876637
660,-9.501246,-41.709675
843,-9.408429,-40.643997
1838,-9.23435,-40.578484
3443,-9.348728,-40.493546
2583,-9.682461,-40.78068
6201,-9.437753,-41.08709
4796,-9.436245,-41.046066
1943,-9.170486,-40.281136
6036,-9.463787,-41.065727
1240,-9.367354,-40.409447
1037,-9.396439,-40.898815
6162,-9.491533,-40.762352
2216,-9.195499,-40.472828
5565,-9.469466,-41.692875
4919,-9.291794,-40.50335
4342,-9.570646,-41.312775
5720,-9.474224,-42.11386
6154,-9.485863,-40.676617
1538,-9.33884,-40.592316
1666,-9.314684,-40.681717
5540,-9.4607315,-42.041004
4720,-9.221118,-40.43872
5399,-9.442744,-41.966576
5776,-9.44327,-41.918083
4688,-9.2760515,-40.571323
1312,-9.354925,-40.29158
3574,-9.338326,-40.634895
2847,-9.670287,-40.80726
3982,-9.639559,-41.14527
4626,-9.277712,-40.495453
5687,-9.487855,-42.15055
5351,-9.504379,-41.896103
1061,-9.389593,-40.989235
9016,-8.036284,-34.6751
6752,-8.108513,-35.158997
9510,-8.014697,-34.94971
8535,-7.9906087,-34.982136
8344,-8.068087,-35.377445
6709,-8.058033,-34.98299
8131,-8.0748415,-35.03388
7477,-8.046964,-34.979355
9003,-8.117891,-34.62053
8901,-7.842601,-34.853077
9442,-8.181204,-35.13721
8823,-8.141276,-35.146896
7533,-8.05456,-35.003162
9424,-7.9581895,-34.636578
9364,-7.81992,-34.6819
8713,-8.035871,-34.87692
9526,-8.044785,-34.965847
7818,-8.0983515,-35.24953
8409,-8.0866995,-35.253357
7990,-8.074762,-35.082413
8265,-8.044035,-35.00302
7850,-8.031953,-34.80276
9119,-8.032965,-34.831444
8191,-7.978672,-34.860466
8390,-8.094423,-35.08995
7742,-8.04762,-34.92388
6989,-8.085898,-35.03262
8911,-8.1143875,-35.59956
9029,-8.022815,-34.93771
9567,-8.106803,-35.13279
9417,-8.03142,-35.207527
7798,-8.046795,-34.871117
7664,-8.066867,-35.028076
7924,-8.055326,-34.94456
6726,-8.221512,-36.06164
8016,-8.057313,-35.199303
7290,-8.0626955,-34.793076
6810,-8.085717,-35.022507
7902,-8.170234,-35.345905
7786,-8.0624275,-35.062523
6941,-8.0769205,-34.573444
7873,-8.118748,-35.337536
6875,-8.0476265,-34.952705
7272,-8.118478,-34.849598
9102,-8.10193,-34.835144
7134,-8.071346,-34.97778
9609,-8.052595,-35.15876
9646,-7.996349,-35.12277
7814,-8.077072,-35.02747
7408,-8.080915,-35.10398
7090,-8.033311,-34.26773
9131,-8.098279,-35.13565
7192,-8.054139,-34.954
7876,-8.055522,-35.333225
7133,-8.031297,-34.944016
7317,-8.077115,-35.308643
8874,-7.8460355,-34.80996
6680,-8.038558,-34.8361
6618,-8.051879,-34.940453
9287,-7.985987,-34.666576
8286,-8.073452,-35.150734
6834,-8.040398,-35.076195
8321,-8.048326,-35.01038
7863,-8.034217,-34.923096
9209,-8.080831,-34.635357
9128,-8.044772,-35.02416
9310,-8.079597,-35.291313
6786,-8.063937,-35.663258
6985,-8.09568,-35.083893
9297,-8.083196,-35.594143
9090,-8.102292,-35.351524
7050,-8.149028,-35.020348
6671,-8.048768,-34.985332
6764,-8.048685,-34.889328
7581,-8.062687,-35.061516
7761,-8.037719,-35.083786
7115,-8.012221,-34.988106
9568,-8.105727,-35.05189
7610,-8.0390835,-35.042233
8284,-8.069247,-35.184288
8873,-8.0742,-35.131035
8513,-8.048419,-35.064995
7948,-7.9814973,-34.65437
8752,-8.08481,-35.032806
7092,-8.0366335,-34.933407
8067,-8.061435,-34.848644
6862,-8.083036,-35.03498
6754,-7.9144034,-34.74138
7146,-7.958439,-35.22378
8882,-8.064836,-35.179043
7025,-8.034309,-34.977474
7061,-8.01121,-34.82183
7731,-7.9594145,-34.92862
8060,-8.035452,-34.888283
8871,-8.048215,-35.09908
6986,-7.9699526,-34.410065
8279,-8.0517645,-34.991245
9060,-7.919584,-34.48005
6756,-8.033152,-34.93971
8337,-8.110551,-35.10319
9561,-8.037407,-34.89869
8597,-8.061183,-35.072247
8940,-8.136499,-35.368446
6684,-8.081889,-35.069855
6876,-8.063112,-35.06427
8512,-7.8648715,-33.36686
7857,-8.056557,-35.24918
8983,-8.022476,-34.78972
7100,-8.086412,-34.81067
8913,-8.002616,-35.02467
7022,-8.074238,-34.9216
8779,-8.041913,-34.88247
7245,-8.121489,-35.029877
9666,-8.101522,-35.145905
8312,-8.068643,-34.974823
8968,-7.9190106,-34.85746
7708,-8.074566,-34.863388
8462,-7.9793863,-34.87017
6984,-8.046645,-35.068123
6663,-8.0395775,-34.80347
8750,-8.193077,-35.576397
6933,-8.088672,-35.133423
9528,-8.0935135,-34.951035
8469,-7.9050627,-34.109596
7136,-8.032859,-34.962635
9661,-7.878115,-35.135197
8895,-8.035117,-34.6871
6809,-8.078734,-35.034096
8625,-8.043155,-35.056786
8136,-8.067372,-35.47243
9487,-8.016259,-34.833256
8694,-8.090321,-34.91618
7295,-8.013609,-34.889477
7554,-8.078107,-35.305336
8455,-8.024375,-34.883953
6751,-7.8639092,-34.605118
6926,-8.101791,-34.944477
8283,-8.037983,-34.97242
7580,-8.024601,-34.818626
9556,-8.039842,-34.966267
7683,-8.073618,-34.88807
8765,-8.036532,-34.968796
8443,-8.106956,-35.0178
7235,-7.9713554,-34.531864
6819,-8.002734,-34.988613
8023,-8.029036,-34.638756
8020,-8.026697,-35.15953
7638,-8.029122,-35.306343
7877,-8.038576,-34.85904
8525,-8.173059,-35.557594
8551,-8.062681,-34.453285
9230,-8.034978,-34.8911
9323,-8.051028,-35.103603
8944,-8.108208,-35.20056
8760,-8.049912,-34.85837
9607,-8.042626,-34.981728
9001,-8.142257,-35.544945
7228,-8.081714,-35.091476
7212,-7.968482,-34.706524
7089,-7.847602,-34.670986
8560,-8.127315,-35.21593
8554,-8.052808,-34.872715
6827,-8.095441,-35.198288
6905,-7.9749722,-35.09433
7386,-8.016113,-34.991646
7787,-8.04827,-35.033802
6634,-8.1298685,-34.84678
7156,-7.9487696,-34.681488
8287,-8.047486,-35.1245
7596,-8.128124,-35.539845
8672,-7.8550673,-34.847923
9010,-8.116135,-35.305202
8686,-8.156142,-35.14591
9629,-7.9964623,-34.961548
8523,-8.219275,-35.31878
6802,-8.062992,-34.90706
9650,-8.086617,-35.33794
7584,-8.105246,-35.34152
8408,-8.044673,-35.07263
8724,-8.592932,-36.308434
9585,-8.058973,-34.92476
8741,-8.07603,-35.767754
9459,-8.023748,-35.60106
8509,-8.090264,-35.18935
9163,-7.874595,-34.709305
9617,-8.828331,-38.47841
8877,-7.9547753,-34.843006
7339,-8.065712,-35.26258
7524,-8.010444,-35.049953
9520,-8.049578,-34.856903
9221,-8.073654,-34.693333
8907,-8.071662,-34.98595
9064,-7.999748,-34.912575
9628,-7.9986544,-34.8648
7296,-8.076815,-35.035553
8129,-8.041169,-34.983093
8164,-7.9592247,-33.78368
8096,-7.927428,-34.768814
8767,-8.069458,-35.036785
7031,-8.11286,-35.222935
7059,-7.990237,-34.93238
7335,-8.035955,-35.43059
9056,-8.036509,-34.71237
7716,-8.04017,-35.03505
7438,-7.84074,-34.600697
8610,-8.139884,-35.139137
6928,-8.013377,-34.814175
7909,-8.060245,-35.11709
7323,-8.060576,-34.96666
9227,-8.0538,-35.323906
8773,-8.045927,-35.035915
8581,-8.076874,-35.211353
6910,-7.952273,-34.962532
7906,-8.058782,-35.290283
9462,-8.01527,-34.999825
8929,-7.949735,-34.8766
7521,-8.063107,-35.059982
7254,-7.9717603,-34.908394
7803,-7.995509,-35.192333
7042,-8.028109,-35.004543
7677,-8.15121,-35.228905
8047,-8.046164,-34.99736
7883,-8.032351,-34.568275
8780,-8.044516,-35.13157
7973,-8.031114,-34.93233
8612,-8.133207,-35.263508
7774,-8.062883,-34.973427
7337,-8.091801,-35.029415
9094,-8.052279,-35.461628
9379,-8.00548,-34.87072
7680,-8.055562,-35.128918
6867,-8.308825,-36.521
6944,-7.998091,-34.952827
7942,-7.936026,-34.76083
8247,-8.050081,-35.0245
9138,-8.060191,-35.106956
9493,-8.093518,-35.036987
6812,-8.064204,-35.092026
8659,-8.039524,-35.55755
6793,-8.121368,-35.575207
7403,-7.995537,-34.727837
9091,-8.109231,-35.36416
7690,-8.05721,-34.917633
6889,-8.050208,-35.00621
8350,-7.90952,-34.714115
7975,-8.086246,-35.06265
7812,-8.0308895,-35.060093
6844,-8.154318,-34.970474
9215,-8.0127,-34.80381
9502,-8.011971,-34.743378
8470,-8.059531,-34.834274
7696,-8.076878,-34.98287
7986,-8.049434,-35.091156
8605,-8.040697,-35.092564
7409,-8.014396,-34.67545
7784,-8.063268,-35.13723
9643,-8.322591,-35.87265
6638,-8.072645,-35.03378
7066,-7.9738555,-35.126186
7286,-8.092707,-35.737835
6748,-7.980822,-34.868515
8920,-8.158709,-35.293465
8530,-8.094604,-35.443665
6797,-8.105658,-35.06923
7682,-8.074604,-34.526535
7728,-8.05955,-34.988205
8848,-8.024276,-35.1644
8351,-8.066005,-34.98034
8817,-8.184848,-34.839832
8881,-8.097976,-35.06092
7467,-8.184066,-34.964222
8627,-8.147297,-35.231598
9518,-8.054741,-35.102936
8444,-8.0133505,-34.811546
7448,-8.154147,-34.65433
7712,-8.016649,-35.00332
8855,-8.017484,-35.28273
7065,-8.011216,-34.81026
6824,-8.070672,-35.188736
8541,-8.195265,-35.56023
8262,-8.037061,-34.852165
9290,-8.181222,-35.082108
8291,-8.040104,-35.106953
6783,-8.049244,-35.09648
7995,-8.07719,-35.093132
7001,-8.043537,-35.180122
7911,-8.044851,-35.05478
9372,-8.076766,-35.15326
7848,-8.1010065,-35.155067
7717,-7.9891696,-34.886475
7704,-8.032188,-35.077217
9339,-8.123315,-35.25863
8571,-8.180117,-35.457615
7713,-8.026116,-35.072956
7819,-8.055369,-35.090595
7307,-7.9750323,-35.06906
9365,-8.001097,-34.84879
7722,-7.997926,-35.05385
7197,-8.073988,-35.185062
9618,-8.100578,-35.222095
8726,-7.9138103,-35.14059
9516,-8.034794,-35.148552
8414,-8.012728,-35.065273
9063,-8.355096,-36.352486
8885,-8.035803,-34.84676
6767,-8.008329,-34.76455
6891,-8.026123,-35.038013
7332,-8.152494,-35.495937
8638,-8.13858,-35.26672
9367,-8.001841,-35.014256
8768,-8.168528,-35.373146
7049,-7.999018,-35.013615
7736,-8.0763445,-35.092293
9194,-8.037165,-35.404
8805,-8.057552,-34.97773
8633,-7.99564,-35.165474
7833,-8.263862,-36.001007
7965,-8.057563,-34.987694
8506,-8.113687,-35.322685
7608,-8.076809,-35.012413
9407,-7.949947,-34.713196
8122,-8.019429,-34.64496
8721,-8.1214485,-35.199295
7829,-8.012968,-35.172283
9070,-7.9927487,-34.68102
7009,-8.095254,-35.153168
9589,-8.023085,-34.885113
8039,-8.034571,-34.851463
9397,-8.02454,-34.98858
8737,-8.135442,-35.374847
9036,-7.990082,-34.88782
9359,-8.06488,-34.993385
9008,-7.9847417,-34.658234
6917,-8.04772,-35.072693
8538,-7.998698,-34.901585
8642,-7.9985557,-35.61605
8160,-8.01338,-34.765392
7801,-8.005809,-35.098648
7642,-8.07823,-35.056984
8281,-8.0469055,-35.27032
8849,-8.0652485,-35.053524
8078,-8.073619,-35.05242
9559,-8.046696,-35.402287
9668,-8.182715,-33.974895
8905,-8.034303,-35.09857
7194,-7.991668,-34.85225
8643,-8.126919,-34.910095
8778,-8.207742,-35.140247
8381,-8.0255,-35.200386
8252,-8.057385,-34.91172
8825,-7.8528237,-33.924515
7074,-8.0011,-34.768703
7190,-8.110023,-34.275944
8368,-8.062115,-35.090714
8388,-8.05656,-35.05561
9630,-8.114546,-35.05817
8719,-8.068085,-35.058945
9466,-8.058913,-35.172318
7289,-8.022048,-34.34511
7582,-8.118566,-34.98824
8596,-8.12909,-35.25369
6921,-8.09002,-35.040005
7238,-8.090622,-35.311348
7471,-8.051844,-34.916256
6789,-8.296441,-34.97837
7552,-8.058221,-35.111107
9295,-8.066575,-34.53929
8646,-8.060979,-35.098995
9671,-8.193921,-35.472347
8130,-8.0605,-35.19354
8004,-8.048346,-34.965397
9624,-8.03462,-34.870422
8967,-8.038794,-35.06162
7886,-8.068038,-35.138073
9631,-8.142862,-35.804047
8519,-8.125093,-35.07028
8204,-8.140984,-35.732597
8352,-8.069194,-35.033813
6953,-7.996069,-35.286987
8169,-8.025862,-34.757366
6976,-8.14239,-35.05776
8516,-8.028368,-35.02754
8592,-7.8760023,-34.9414
9186,-7.9802704,-35.0895
9411,-8.178251,-34.962086
9633,-7.9705486,-35.336403
7419,-8.171396,-35.02581
8070,-8.029835,-34.91018
8661,-8.006927,-34.87609
9205,-8.111293,-35.33852
7404,-7.9952602,-35.00451
7780,-8.090293,-34.993347
7008,-8.048845,-34.934708
9051,-8.253375,-35.416428
7905,-8.045215,-34.859016
7872,-8.044257,-35.062138
9511,-8.049561,-35.099567
8796,-8.075751,-34.823425
7776,-8.080464,-35.038036
7003,-7.859658,-34.223373
8899,-8.0201845,-34.919888
7692,-8.056037,-34.984703
8264,-8.164964,-35.81405
8102,-7.996247,-34.5096
8418,-8.094992,-34.816666
6874,-8.114904,-35.145813
7553,-8.044311,-34.74974
7719,-8.037317,-35.081066
9419,-8.065178,-35.197586
8705,-8.074441,-35.024517
6652,-8.079113,-35.52026
7248,-8.092415,-34.97417
8698,-8.121571,-35.252617
7469,-8.071825,-34.777542
9237,-8.100102,-35.23704
6639,-8.0350065,-35.091667
7895,-7.7937512,-34.507633
7132,-8.129397,-35.208607
9673,-8.134348,-35.68203
7005,-8.015499,-34.92119
6870,-8.122683,-34.953423
9066,-8.186054,-35.852577
9415,-8.029403,-35.273766
7128,-7.9894814,-35.03158
7068,-7.991581,-34.844707
8508,-8.04229,-35.036312
8199,-8.085057,-33.662136
6836,-8.215463,-35.55977
7311,-8.043118,-35.03528
8872,-7.9727063,-35.318542
